Date,Matchid,Team,TeamId,Opposition,Oppositionid,PassBackward,PassLeft,PassRight,UnsuccessfulBallTouch,SuccessfulBallTouch,TakeOnsOverrun,CompId,SeasId,Touchesopenplayfinalthird,Touchesopenplayoppbox,Touchesopenplayoppsixyards,DeflectedGoals,DeflectedShots,GoalfrompassfromFK,GoalsfromdivingHeaders,GoalsVolleys,FastBreakGoals,FastBreakAttempts,BigChanceCreated,BigChancesScored,BigChancesOnTarget,BigChancesOffTarget,BigChancesBlocked,BigChancesFluffed,IntentionalAssist,IntentionalChancesCreated,SecondAssists,AttackingGroundDuelsWon,AttackingGroundDuelsLost,DefensiveGroundDuelsWon,DefensiveGroundDuelsLost,AttackingAerialDuelsWon,AttackingAerialDuelsLost,DefensiveAerialDuelsWon,DefensiveAerialDuelsLost,CrossesBlocked,StraightRedcard,RedCard2Yellows,TimesTackled,GoalkeeperSmother,SavesDiving,SavesFingertip,SavesParriedSafe,SavesParriedDanger,SavesStanding,SavesReaching,SavesStooping,SavesHands,SavesFeet,SavesBody,GKPickup,SavesCaught,SavesCollected,KeeperSweeperSuccessful,KeeperSweeperUnsuccessful,TotalShotsConceded,TotalBlockedShotsConceded,Xsuccessfulpassesforwards,Xsuccessfulpassesbackwards,Xsuccessfulpassesleft,Xsuccessfulpassesright,PassesReceived,LeftFootShots,ShootingAccuracyLeftFoot,RightFootShots,ShootingAccuracyRightFoot,GKLongDistribution,GKLongAccuracy,GKShortDistribution,GKShortAccuracy,SubPosition
22/02/2019,1003267,Al-Taawon,6778,Al-Baten,9623,72,128,118,14,12,1,202,2018,174,32,4,0,0,0,0,1,0,0,2,3,4,1,0,0,2,6,0,23,16,17,18,6,8,5,3,0,0,0,13,0,1,1,0,0,0,1,0,2,0,0,4,1,0,0,0,7,4,65.54%,97.22%,87.50%,82.20%,402,4,75.00%,11,63.64%,2,50.00%,3,100.00%,0
21/12/2018,1003209,Al-Taawon,6778,Al-Quadisiya,6775,51,106,125,16,11,0,202,2018,254,52,4,0,0,0,0,0,0,0,2,1,3,0,0,0,1,12,0,33,32,19,11,6,7,8,2,0,0,0,22,0,2,0,0,1,0,0,0,2,0,0,4,0,1,1,1,8,0,64.37%,92.16%,83.96%,83.20%,366,5,40.00%,12,58.33%,6,66.67%,4,75.00%,0
26/10/2018,1003156,Al-Taawon,6778,Al-Baten,9623,73,103,94,12,11,1,202,2018,125,28,3,0,0,0,0,0,1,1,2,1,1,1,0,0,3,7,1,21,14,20,23,7,1,5,4,1,0,0,15,0,0,0,1,0,1,0,0,1,0,0,8,0,0,2,0,4,0,62.67%,97.26%,90.29%,87.23%,357,2,0.00%,8,50.00%,9,66.67%,6,100.00%,0
24/11/2018,1003272,Al-Taawon,6778,Al-Ittifaq,5680,69,99,97,11,4,2,202,2018,163,37,2,0,0,0,0,0,0,0,4,4,4,2,1,0,2,11,0,22,23,12,8,3,2,5,3,0,0,0,16,0,2,0,1,1,0,0,1,2,0,1,6,0,1,0,0,9,1,63.64%,92.75%,83.84%,84.54%,357,3,0.00%,9,55.56%,6,83.33%,2,100.00%,0
14/03/2019,1003186,Al-Taawon,6778,Al-Fateh,6772,59,116,118,18,18,2,202,2018,158,26,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,4,0,15,23,12,10,10,8,7,9,1,0,0,21,0,2,0,0,2,0,0,0,2,0,0,6,0,0,5,0,6,0,54.64%,94.92%,90.52%,88.14%,379,2,0.00%,7,14.29%,5,60.00%,5,100.00%,0
02/11/2018,1003164,Al-Taawon,6778,Ohod,9624,60,140,149,14,6,0,202,2018,143,22,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,5,0,17,25,13,16,2,3,8,4,0,0,0,19,0,1,0,1,0,1,0,0,1,1,0,8,0,1,0,0,4,0,69.14%,91.67%,90.00%,87.25%,445,3,33.33%,4,0.00%,4,75.00%,7,100.00%,0
30/12/2018,1003218,Al-Taawon,6778,Al-Hilal,1317,62,79,73,12,24,3,202,2018,92,18,1,0,0,0,0,0,0,0,3,2,3,1,0,0,1,4,1,17,19,34,29,3,7,12,10,3,0,1,14,0,2,0,2,0,1,1,0,4,0,0,11,0,2,0,0,12,3,54.20%,88.71%,93.67%,84.93%,268,0,0.00%,7,42.86%,5,20.00%,4,100.00%,0
19/10/2018,1003148,Al-Taawon,6778,Al-Faisaly,6777,71,101,119,7,10,3,202,2018,146,25,3,1,0,0,0,0,0,0,1,1,1,1,0,0,2,7,0,13,13,16,22,7,2,4,1,0,0,0,11,0,3,0,1,1,0,0,0,3,0,0,11,0,1,0,1,9,1,65.82%,95.77%,91.09%,89.08%,383,4,50.00%,10,40.00%,5,100.00%,4,100.00%,0
14/12/2018,1003205,Al-Taawon,6778,Al-Feiha,10483,59,102,106,11,15,1,202,2018,108,21,1,0,0,0,0,0,0,0,2,2,3,0,0,0,2,11,1,14,13,6,20,3,9,3,5,0,0,0,11,0,1,0,2,1,0,2,1,3,1,0,16,0,1,0,0,5,0,60.90%,96.61%,85.29%,92.45%,364,3,33.33%,5,60.00%,5,80.00%,18,100.00%,0
18/10/2018,1003146,Al-Wahda,6847,Al-Feiha,10483,69,93,98,19,9,1,202,2018,113,16,1,0,0,0,0,0,0,3,3,1,4,0,0,0,1,5,0,18,20,25,18,5,11,7,3,1,0,0,20,0,1,0,0,1,0,1,0,2,0,0,3,1,0,0,0,8,2,65.77%,92.75%,88.17%,89.80%,340,2,50.00%,6,66.67%,5,40.00%,4,100.00%,0
02/03/2019,1003275,Al-Wahda,6847,Al-Baten,9623,62,110,95,12,9,1,202,2018,143,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,23,16,27,17,4,10,7,4,0,0,0,19,0,2,0,1,0,2,0,0,4,0,0,4,1,2,0,0,7,3,63.51%,96.77%,86.36%,77.89%,331,0,0.00%,9,33.33%,4,75.00%,3,100.00%,0
16/03/2019,1003295,Al-Wahda,6847,Al-Nassr,6780,68,79,89,10,10,3,202,2018,89,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,13,21,25,24,8,5,4,3,1,0,0,18,0,1,0,2,0,1,1,1,4,0,0,10,0,2,0,0,10,0,57.46%,92.65%,93.67%,83.15%,295,0,0.00%,4,25.00%,7,57.14%,3,100.00%,0
22/02/2019,1003270,Al-Wahda,6847,Ohod,9624,70,117,109,9,10,1,202,2018,119,24,2,0,0,0,0,0,0,1,7,3,5,2,0,0,4,10,1,15,18,17,28,4,7,15,3,1,0,0,16,0,0,0,2,0,2,0,1,3,0,0,8,0,1,0,0,10,2,54.82%,97.14%,86.32%,86.24%,364,1,100.00%,10,70.00%,6,50.00%,6,100.00%,0
09/02/2019,1003250,Al-Wahda,6847,Al-Raed,6773,40,90,92,10,10,3,202,2018,112,19,2,0,0,0,0,0,1,2,4,1,1,3,0,0,2,7,0,13,19,19,23,3,5,6,5,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,5,2,61.65%,97.50%,93.33%,96.74%,311,2,100.00%,7,28.57%,14,50.00%,5,100.00%,0
26/09/2018,1003130,Al-Wahda,6847,Al-Ittihad,1316,59,113,107,12,4,3,202,2018,119,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,23,30,23,13,5,8,3,1,0,0,0,28,0,2,0,2,0,2,0,0,4,0,0,7,0,2,2,0,12,2,69.30%,96.61%,93.81%,93.46%,351,2,50.00%,10,0.00%,8,62.50%,3,100.00%,0
20/12/2018,1003210,Al-Wahda,6847,Al-Faisaly,6777,65,126,138,10,10,3,202,2018,193,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,16,19,19,3,7,5,2,4,0,0,16,0,1,0,1,0,1,0,0,2,0,0,8,0,1,1,0,8,0,78.79%,92.31%,94.44%,89.13%,423,3,33.33%,9,22.22%,5,40.00%,10,100.00%,0
04/02/2019,1003247,Al-Wahda,6847,Al-Ittihad,1316,39,83,93,18,15,2,202,2018,106,12,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,25,27,21,30,1,10,5,7,1,0,0,21,0,2,0,1,0,3,0,2,7,0,0,11,0,6,0,0,13,4,57.86%,92.31%,81.93%,87.10%,275,3,33.33%,4,75.00%,4,50.00%,6,100.00%,0
22/11/2018,1003178,Al-Wahda,6847,Al-Baten,9623,75,115,106,13,4,4,202,2018,95,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,20,17,33,23,6,7,5,4,4,0,0,18,0,1,0,0,1,0,0,2,3,0,0,7,0,2,0,0,12,6,63.24%,96.00%,93.04%,90.57%,371,1,0.00%,5,40.00%,7,28.57%,7,100.00%,0
13/09/2018,1003112,Al-Wahda,6847,Al-Fateh,6772,56,154,142,11,5,1,202,2018,150,23,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,7,0,19,14,16,9,7,5,11,3,0,0,0,11,0,5,0,3,2,0,0,1,5,1,0,9,0,1,0,0,12,3,65.84%,98.21%,92.21%,90.14%,444,2,50.00%,10,20.00%,3,66.67%,10,100.00%,0
26/10/2018,1003157,Al-Wahda,6847,Ohod,9624,41,68,73,15,13,2,202,2018,71,16,3,1,0,0,0,0,0,0,2,2,2,1,0,0,1,7,0,22,18,22,10,8,6,5,5,1,0,0,11,0,0,0,0,1,0,0,2,2,0,0,2,0,1,1,0,10,3,73.33%,92.68%,91.18%,90.41%,273,4,25.00%,3,66.67%,10,40.00%,2,100.00%,0
15/02/2019,1003256,Al-Wahda,6847,Al-Shabab,6774,79,140,136,11,10,0,202,2018,165,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,17,17,7,5,9,2,2,0,0,17,0,1,0,0,1,0,0,0,1,0,0,4,0,0,2,0,4,0,69.94%,96.20%,87.86%,91.91%,457,3,0.00%,3,66.67%,2,50.00%,5,100.00%,0
13/12/2018,1003200,Al-Wahda,6847,Al-Ittifaq,5680,66,89,93,9,13,6,202,2018,109,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,16,15,26,20,8,13,8,8,1,0,0,20,1,2,0,1,1,0,2,0,4,0,0,12,0,2,0,0,13,2,59.12%,89.39%,89.89%,92.47%,327,0,0.00%,4,25.00%,12,66.67%,12,100.00%,0
28/12/2018,1003222,Al-Wahda,6847,Al-Ahli,6770,28,65,54,18,5,2,202,2018,89,6,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,22,18,18,23,7,11,7,7,2,0,0,14,0,2,0,2,0,1,0,2,5,0,0,11,0,3,0,0,9,3,49.02%,85.71%,84.62%,90.74%,183,0,0.00%,5,80.00%,7,28.57%,2,100.00%,0
10/01/2019,1003226,Al-Wahda,6847,Al-Fateh,6772,68,122,134,9,13,0,202,2018,158,23,4,0,0,0,0,0,0,0,2,1,1,1,0,0,1,7,0,26,18,14,21,5,5,10,6,2,0,0,16,0,0,0,0,0,0,0,1,1,0,0,5,0,1,0,0,4,3,69.32%,95.59%,90.16%,91.04%,432,3,33.33%,8,62.50%,7,85.71%,1,100.00%,0
08/03/2019,1003175,Al-Wahda,6847,Al-Hilal,1317,31,64,52,19,13,4,202,2018,79,8,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,4,0,16,22,24,25,4,13,9,6,1,0,0,22,0,4,0,3,0,0,0,0,4,0,0,4,0,1,0,0,9,5,49.19%,100.00%,89.06%,75.00%,190,2,100.00%,0,0.00%,5,20.00%,1,100.00%,0
02/12/2018,1003191,Al-Wahda,6847,Al-Nassr,6780,59,80,73,9,8,1,202,2018,142,19,2,0,0,0,0,0,0,1,2,2,2,1,0,0,1,4,1,11,24,19,22,4,6,4,4,1,0,0,21,0,1,0,1,1,1,0,0,1,0,1,4,0,0,1,0,6,2,60.28%,96.61%,92.50%,89.04%,292,3,100.00%,8,50.00%,7,71.43%,1,100.00%,0
01/11/2018,1003162,Al-Wahda,6847,Al-Shabab,6774,64,130,124,11,11,0,202,2018,164,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,27,18,17,2,3,7,3,1,0,0,29,0,2,0,0,1,2,0,0,4,0,0,4,0,3,1,0,13,6,75.47%,95.31%,92.31%,94.35%,433,0,0.00%,2,50.00%,9,66.67%,4,100.00%,0
11/11/2018,1003287,Al-Wahda,6847,Al-Hilal,1317,48,72,58,8,3,2,202,2018,76,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,13,16,17,11,9,2,0,1,0,0,10,0,2,0,2,0,0,0,0,1,1,0,2,0,0,0,1,13,0,59.48%,100.00%,86.11%,81.03%,237,1,0.00%,5,40.00%,10,60.00%,2,100.00%,0
30/08/2018,1003238,Al-Wahda,6847,Al-Hazm,6846,67,138,132,14,11,1,202,2018,152,23,1,0,0,0,0,0,0,0,3,0,1,3,0,0,0,8,0,21,23,20,13,5,4,7,0,1,0,0,25,0,2,0,2,0,3,0,0,5,0,0,12,0,3,0,0,11,1,74.32%,97.01%,91.30%,93.94%,473,3,66.67%,10,20.00%,8,87.50%,12,100.00%,0
22/09/2018,1003127,Al-Wahda,6847,Al-Raed,6773,56,95,76,11,8,2,202,2018,92,11,2,0,0,0,0,1,1,1,2,4,4,0,0,0,2,4,0,18,12,27,19,6,4,3,3,0,0,0,11,0,2,0,2,0,0,0,0,1,0,1,13,0,0,0,0,6,3,68.22%,94.64%,90.53%,89.47%,310,1,0.00%,10,80.00%,10,80.00%,6,100.00%,0
28/01/2019,1003106,Al-Wahda,6847,Al-Hazm,6846,44,91,105,30,19,0,202,2018,117,16,1,0,1,0,0,0,0,1,2,1,2,0,0,0,1,7,0,28,15,18,23,6,10,10,4,1,0,0,12,0,1,0,1,0,1,0,0,2,0,0,6,0,1,0,0,9,4,59.84%,97.73%,85.71%,96.19%,312,2,50.00%,6,50.00%,7,100.00%,5,100.00%,0
07/12/2018,1003198,Al-Wahda,6847,Al-Taawon,6778,58,84,98,12,6,4,202,2018,70,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,19,16,18,8,12,9,6,1,0,0,20,0,3,0,1,2,0,0,1,4,0,0,8,0,1,0,0,9,5,57.04%,96.55%,91.67%,87.76%,309,1,100.00%,3,33.33%,13,38.46%,4,100.00%,0
06/10/2018,1003143,Al-Wahda,6847,Al-Quadisiya,6775,72,107,111,9,14,1,202,2018,121,14,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,5,0,8,22,25,12,4,6,8,3,2,0,0,24,0,2,1,3,0,2,0,1,4,0,1,3,0,1,0,0,8,2,67.07%,97.22%,91.59%,95.50%,398,4,25.00%,5,20.00%,4,50.00%,4,100.00%,0
19/10/2018,1003150,Ohod,9624,Al-Ittihad,1316,41,46,52,21,12,0,202,2018,78,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,24,20,25,18,6,13,5,5,0,0,1,21,0,4,1,2,0,0,0,2,6,0,0,10,2,1,0,0,16,8,54.35%,95.12%,93.48%,88.46%,213,3,33.33%,4,50.00%,8,37.50%,3,100.00%,0
14/09/2018,1003118,Ohod,9624,Al-Ahli,6770,46,89,111,11,6,1,202,2018,104,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,17,24,4,5,6,8,1,0,0,11,0,2,0,3,0,1,0,0,2,1,0,1,0,0,1,0,10,0,72.38%,95.65%,86.52%,85.59%,300,4,50.00%,7,28.57%,5,60.00%,2,100.00%,0
09/03/2019,1003282,Ohod,9624,Al-Hazm,6846,50,79,90,21,15,3,202,2018,142,28,2,0,0,0,0,0,0,0,2,2,2,1,1,0,1,5,0,19,19,16,15,9,16,9,4,2,0,0,20,0,2,0,3,1,5,2,0,8,0,1,13,1,4,0,0,16,2,55.70%,86.00%,79.75%,87.78%,292,1,100.00%,4,50.00%,8,62.50%,11,100.00%,0
08/11/2018,1003170,Ohod,9624,Al-Hazm,6846,52,97,94,16,4,4,202,2018,127,21,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,8,0,24,22,20,17,6,8,7,5,1,0,0,18,0,1,0,1,0,1,0,0,2,0,0,4,0,1,2,0,13,1,64.33%,94.23%,85.57%,91.49%,334,4,75.00%,1,0.00%,5,60.00%,5,80.00%,0
11/01/2019,1003230,Ohod,9624,Al-Ahli,6770,55,118,102,16,17,1,202,2018,107,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,0,23,22,11,23,4,4,14,8,0,0,0,17,0,0,0,1,0,2,0,0,1,1,0,10,0,1,0,0,12,0,66.88%,90.91%,88.98%,90.20%,371,4,75.00%,8,50.00%,4,100.00%,11,100.00%,0
07/02/2019,1003253,Ohod,9624,Al-Faisaly,6777,54,55,57,17,16,1,202,2018,104,17,4,2,0,0,0,0,0,0,2,2,4,0,0,0,1,4,0,20,21,22,26,3,7,9,6,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,2,60.14%,94.44%,90.91%,82.46%,251,2,50.00%,9,77.78%,12,66.67%,6,100.00%,0
30/12/2018,1003221,Ohod,9624,Al-Raed,6773,41,64,73,11,12,0,202,2018,100,14,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,22,17,7,25,7,10,7,6,1,1,0,19,0,3,0,2,0,0,0,0,3,0,0,8,0,1,0,0,10,2,62.41%,95.12%,76.56%,90.41%,252,1,0.00%,1,0.00%,4,50.00%,9,88.89%,0
22/02/2019,1003270,Ohod,9624,Al-Wahda,6847,54,65,79,18,14,1,202,2018,98,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,28,17,18,15,3,15,7,4,0,0,0,15,0,4,0,2,1,0,0,0,3,1,0,8,0,1,0,0,12,1,60.76%,94.44%,78.46%,77.22%,266,3,33.33%,7,42.86%,6,33.33%,6,100.00%,0
17/12/2018,1003206,Ohod,9624,Al-Quadisiya,6775,66,97,114,14,11,1,202,2018,130,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,21,16,13,8,4,10,7,2,4,0,0,14,0,0,0,2,0,1,1,0,2,0,0,8,0,0,0,0,7,4,62.94%,93.94%,89.69%,93.86%,375,2,0.00%,2,0.00%,6,50.00%,7,100.00%,0
27/09/2018,1003131,Ohod,9624,Al-Ittifaq,5680,67,101,97,3,9,0,202,2018,134,15,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,11,21,24,7,5,5,6,5,3,0,0,15,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,5,1,69.28%,95.52%,84.16%,81.44%,351,3,0.00%,6,66.67%,4,50.00%,4,100.00%,0
14/02/2019,1003257,Ohod,9624,Al-Taawon,6778,51,74,77,17,14,2,202,2018,83,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,18,22,22,16,5,11,7,8,0,0,0,20,0,2,0,2,2,3,0,0,5,0,0,14,1,0,1,0,15,3,50.31%,98.04%,89.19%,85.71%,271,1,0.00%,2,50.00%,7,28.57%,8,100.00%,0
03/02/2019,1003245,Ohod,9624,Al-Ittifaq,5680,43,45,47,17,17,2,202,2018,122,16,1,0,0,0,0,0,0,0,2,1,1,2,0,0,0,4,0,27,39,16,17,2,4,7,5,5,1,0,32,0,0,0,0,0,3,0,0,3,0,0,12,0,3,0,0,11,7,56.00%,88.37%,75.56%,82.98%,199,2,50.00%,9,33.33%,11,81.82%,4,100.00%,0
28/02/2019,1003277,Ohod,9624,Al-Fateh,6772,61,81,94,15,17,0,202,2018,125,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,26,21,13,8,6,13,4,0,0,0,20,0,0,0,0,0,1,0,0,1,0,0,7,0,1,0,0,5,3,56.58%,90.16%,81.48%,85.11%,307,0,0.00%,2,50.00%,5,100.00%,9,100.00%,0
02/11/2018,1003164,Ohod,9624,Al-Taawon,6778,27,37,34,13,1,1,202,2018,49,6,1,0,0,0,0,0,0,1,2,1,2,0,0,0,1,2,0,16,13,25,17,5,8,2,2,2,0,0,11,0,1,0,0,1,0,0,0,0,0,1,11,0,0,0,0,8,2,45.19%,92.59%,64.86%,79.41%,132,2,100.00%,2,50.00%,11,36.36%,5,100.00%,0
12/12/2018,1003187,Ohod,9624,Al-Hilal,1317,44,75,77,18,10,2,202,2018,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,19,42,10,9,13,5,5,1,0,0,17,0,5,0,6,0,2,0,0,5,2,0,6,0,1,0,0,18,2,56.64%,97.73%,86.67%,87.01%,269,1,100.00%,2,0.00%,5,60.00%,10,100.00%,0
30/08/2018,1003105,Ohod,9624,Al-Nassr,6780,33,62,42,19,6,0,202,2018,77,18,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,14,19,21,14,8,8,8,2,2,0,0,13,0,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,8,2,56.19%,90.91%,66.13%,88.10%,176,3,33.33%,4,25.00%,8,50.00%,3,100.00%,0
21/09/2018,1003125,Ohod,9624,Al-Faisaly,6777,50,84,74,11,14,2,202,2018,131,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,15,25,14,10,9,5,7,2,0,0,13,0,1,0,2,0,0,1,0,1,1,0,7,0,0,0,0,9,7,65.32%,94.00%,80.95%,89.19%,278,3,33.33%,8,12.50%,6,66.67%,3,100.00%,0
22/11/2018,1003176,Ohod,9624,Al-Fateh,6772,46,114,113,16,10,3,202,2018,93,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,16,17,24,7,11,8,3,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,2,69.44%,93.48%,86.84%,88.50%,353,5,40.00%,2,50.00%,4,75.00%,5,100.00%,0
22/12/2018,1003212,Ohod,9624,Al-Feiha,10483,66,88,109,20,12,1,202,2018,158,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,24,16,17,6,16,3,3,2,0,0,24,0,3,1,2,0,1,0,0,3,1,0,7,1,0,1,0,12,1,55.78%,95.45%,93.18%,86.24%,329,6,33.33%,4,25.00%,6,33.33%,3,100.00%,0
26/10/2018,1003157,Ohod,9624,Al-Wahda,6847,44,68,79,13,12,1,202,2018,127,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,10,22,18,22,5,5,6,8,1,0,0,18,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,9,4,72.31%,95.45%,91.18%,89.87%,287,2,0.00%,6,50.00%,7,85.71%,5,100.00%,0
28/01/2019,1003235,Ohod,9624,Al-Nassr,6780,56,69,67,21,26,0,202,2018,76,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,12,11,21,17,4,10,7,4,1,0,0,16,0,1,0,2,1,2,0,0,3,0,0,9,0,0,1,0,14,4,54.23%,94.64%,85.51%,85.07%,255,1,0.00%,2,0.00%,4,50.00%,6,83.33%,0
05/10/2018,1003141,Ohod,9624,Al-Baten,9623,64,82,93,15,13,2,202,2018,132,33,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,11,0,16,17,17,12,10,10,10,3,2,0,0,14,0,1,0,2,0,0,2,0,3,0,0,4,0,1,1,0,5,2,63.75%,95.31%,90.24%,87.10%,332,9,22.22%,4,25.00%,6,66.67%,1,100.00%,0
06/12/2018,1003195,Ohod,9624,Al-Shabab,6774,57,78,84,10,7,1,202,2018,83,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,13,27,17,24,1,3,7,4,2,0,0,26,0,5,0,3,2,1,0,0,6,0,0,15,0,1,0,0,13,4,61.35%,96.49%,92.31%,84.52%,309,0,0.00%,2,50.00%,9,55.56%,6,100.00%,0
